n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
1052,0.00573,-,0.00311,0.16584,-,0.26665
1053,0.00532,-,0.00292,0.16542,-,0.26736
1054,0.00549,-,0.00406,0.16668,-,0.26715
1055,0.00953,-,0.00328,0.21669,-,0.26701
1056,0.00538,-,0.00311,0.21623,-,0.21603
1057,0.00519,-,0.00358,0.16627,-,0.26668
1058,0.00533,-,0.00260,0.16591,-,0.31654
1059,0.00932,-,0.00326,0.16605,-,0.21621
1060,0.00563,-,0.00314,0.16587,-,0.26780
1061,0.00985,-,0.00345,0.21616,-,0.26689
1062,0.00528,-,0.00372,0.21712,-,0.31755
1063,0.01032,-,0.00389,0.16630,-,0.21666
1064,0.01004,-,0.00392,0.21632,-,0.31750
1065,0.01014,-,0.00428,0.21714,-,0.21679
1066,0.00970,-,0.00361,0.21664,-,0.26678
1067,0.00986,-,0.00351,0.16575,-,0.26620
1068,0.00509,-,0.00317,0.21596,-,0.26575
1069,0.00527,-,0.00304,0.16555,-,0.26601
1070,0.00906,-,0.00291,0.16540,-,0.31758
1071,0.00967,-,0.00347,0.16692,-,0.26757
1072,0.01014,-,0.00387,0.21611,-,0.31700
1073,0.00988,-,0.00334,0.16629,-,0.26712
1074,0.00937,-,0.00374,0.16631,-,0.26679
1075,0.01001,-,0.00348,0.16615,-,0.26659
1076,0.00895,-,0.00324,0.21593,-,0.26612
1077,0.01016,-,0.00359,0.16654,-,0.21656
1078,0.00989,-,0.00334,0.16675,-,0.26667
1079,0.00990,-,0.00365,0.21593,-,0.26601
1080,0.00991,-,0.00299,0.16570,-,0.26616
1081,0.00949,-,0.00295,0.16574,-,0.26708
1082,0.00545,-,0.00290,0.21685,-,0.31681
1083,0.00969,-,0.00363,0.21690,-,0.26637
1084,0.00996,-,0.00371,0.21669,-,0.26713
1085,0.00984,-,0.00403,0.16625,-,0.26685
1086,0.01029,-,0.00361,0.21702,-,0.26761
1087,0.00988,-,0.00345,0.21676,-,0.26612
1088,0.00918,-,0.00327,0.16669,-,0.26736
1089,0.01026,-,0.00324,0.16595,-,0.36667
1090,0.00984,-,0.00413,0.16692,-,0.26746
1091,0.01001,-,0.00391,0.16624,-,0.26585
1092,0.00986,-,0.00352,0.16636,-,0.26698
1093,0.01000,-,0.00373,0.16625,-,0.26726
1094,0.00982,-,0.00374,0.16632,-,0.26664
1095,0.00992,-,0.00349,0.21647,-,0.26599
1096,0.00979,-,0.00331,0.21706,-,0.26713
1097,0.01021,-,0.00366,0.16568,-,0.26629
1098,0.01032,-,0.00343,0.21646,-,0.26684
1099,0.00955,-,0.00321,0.16537,-,0.31699
1100,0.00600,-,0.00335,0.16589,-,0.26643
1101,0.01017,-,0.00369,0.21697,-,0.26714
1102,0.00937,-,0.00337,0.16591,-,0.26739
1103,0.00997,-,0.00345,0.21631,-,0.26710
1104,0.00995,-,0.00348,0.16629,-,0.26712
1105,0.00999,-,0.00385,0.16631,-,0.31754
1106,0.01022,-,0.00382,0.16641,-,0.26708
1107,0.01013,-,0.00352,0.16634,-,0.26638
1108,0.00992,-,0.00360,0.21692,-,0.31754
1109,0.00570,-,0.00340,0.16631,-,0.26679
1110,0.00961,-,0.00330,0.16595,-,0.26710
1111,0.00932,-,0.00288,0.16537,-,0.26682
1112,0.00579,-,0.00330,0.16592,-,0.31723
1113,0.00572,-,0.00337,0.16629,-,0.26643
1114,0.00915,-,0.00343,0.21685,-,0.31703
1115,0.01017,-,0.00378,0.16648,-,0.26600
1116,0.01022,-,0.00358,0.16595,-,0.26597
1117,0.01025,-,0.00347,0.21786,-,0.31769
1118,0.01036,-,0.00347,0.21636,-,0.31760
1119,0.01005,-,0.00384,0.16656,-,0.26638
1120,0.01047,-,0.00329,0.16611,-,0.26677
1121,0.00932,-,0.00293,0.16579,-,0.26619
1122,0.00899,-,0.00275,0.16543,-,0.26685
1123,0.01002,-,0.00307,0.16571,-,0.26696
1124,0.00993,-,0.00356,0.16586,-,0.26651
1125,0.00526,-,0.00277,0.16524,-,0.26649
1126,0.00986,-,0.00346,0.16686,-,0.26724
1127,0.00960,-,0.00340,0.16638,-,0.31708
1128,0.00968,-,0.00356,0.21658,-,0.26698
1129,0.01004,-,0.00281,0.31590,-,0.31728
1130,0.00979,-,0.00372,0.21671,-,0.31722
1131,0.00932,-,0.00280,0.16574,-,0.26646
1132,0.00967,-,0.00322,0.16574,-,0.26581
1133,0.00994,-,0.00316,0.16601,-,0.26628
1134,0.00937,-,0.00302,0.16587,-,0.31789
1135,0.00990,-,0.00373,0.16588,-,0.26693
1136,0.00983,-,0.00340,0.21642,-,0.31687
1137,0.01000,-,0.00362,0.16637,-,0.26665
1138,0.01001,-,0.00383,0.21705,-,0.31749
1139,0.01008,-,0.00349,0.16655,-,0.26648
1140,0.00974,-,0.00331,0.16608,-,0.26579
1141,0.00882,-,0.00334,0.21702,-,0.26657
1142,0.00567,-,0.00391,0.21658,-,0.26649
1143,0.00998,-,0.00372,0.16606,-,0.36733
1144,0.00983,-,0.00350,0.16613,-,0.26703
1145,0.00553,-,0.00357,0.16545,-,0.26704
1146,0.00972,-,0.00328,0.16599,-,0.26693
1147,0.00581,-,0.00338,0.16603,-,0.26689
1148,0.00540,-,0.00346,0.16523,-,0.26571
1149,0.00508,-,0.00306,0.16593,-,0.31715
1150,0.01022,-,0.00415,0.16644,-,0.31661
1151,0.01018,-,0.00300,0.21675,-,0.26666
1152,0.00992,-,0.00410,0.21678,-,0.31801
1153,0.00938,-,0.00320,0.21590,-,0.31644
1154,0.00976,-,0.00296,0.16584,-,0.26710
1155,0.00963,-,0.00307,0.16551,-,0.26659
1156,0.00991,-,0.00384,0.16634,-,0.26688
1157,0.00551,-,0.00271,0.16549,-,0.26709
1158,0.01074,-,0.00357,0.21639,-,0.31713
1159,0.00992,-,0.00344,0.16622,-,0.31739
1160,0.00965,-,0.00381,0.16661,-,0.26734
1161,0.00565,-,0.00331,0.16610,-,0.26677
1162,0.00555,-,0.00302,0.16574,-,0.26678
1163,0.00989,-,0.00351,0.16627,-,0.31678
1164,0.00905,-,0.00304,0.16562,-,0.26688
1165,0.00912,-,0.00266,0.16558,-,0.26566
1166,0.01002,-,0.00340,0.21674,-,0.26725
1167,0.01046,-,0.00376,0.21651,-,0.31734
1168,0.00557,-,0.00308,0.16599,-,0.26653
1169,0.00979,-,0.00415,0.16635,-,0.26713
1170,0.00538,-,0.00299,0.16654,-,0.26638
1171,0.00917,-,0.00336,0.16595,-,0.26723
1172,0.01019,-,0.00336,0.21614,-,0.26699
1173,0.00943,-,0.00380,0.16642,-,0.36690
1174,0.00545,-,0.00354,0.21624,-,0.26706
1175,0.00993,-,0.00311,0.16600,-,0.26695
1176,0.00948,-,0.00328,0.21652,-,0.31728
1177,0.00982,-,0.00302,0.21621,-,0.26726
1178,0.01013,-,0.00320,0.16619,-,0.26682
1179,0.00992,-,0.00382,0.21653,-,0.26643
1180,0.00562,-,0.00299,0.16600,-,0.31714
1181,0.00993,-,0.00340,0.21634,-,0.26595
1182,0.00489,-,0.00290,0.16600,-,0.26656
1183,0.00570,-,0.00370,0.16604,-,0.36633
1184,0.00965,-,0.00346,0.16584,-,0.31689
1185,0.00540,-,0.00326,0.16619,-,0.26693
1186,0.00981,-,0.00365,0.21643,-,0.26660
1187,0.01020,-,0.00333,0.21702,-,0.31723
1188,0.00999,-,0.00301,0.16619,-,0.31687
1189,0.01044,-,0.00379,0.16623,-,0.26616
1190,0.00529,-,0.00349,0.21647,-,0.26681
1191,0.00980,-,0.00369,0.16627,-,0.31771
1192,0.00532,-,0.00333,0.16652,-,0.26667
1193,0.01032,-,0.00327,0.16586,-,0.26650
1194,0.00999,-,0.00339,0.21622,-,0.26646
1195,0.00993,-,0.00330,0.21653,-,0.31694
1196,0.00971,-,0.00319,0.16588,-,0.31772
1197,0.00987,-,0.00350,0.16616,-,0.31737
1198,0.00543,-,0.00298,0.21615,-,0.31725
1199,0.00951,-,0.00331,0.21659,-,0.31700
1200,0.00493,-,0.00385,0.21633,-,0.31616
1201,0.00549,-,0.00285,0.16585,-,0.31788
1202,0.01823,-,0.00381,0.21656,-,0.26713
1203,0.00570,-,0.00328,0.16619,-,0.31708
1204,0.00537,-,0.00320,0.16590,-,0.31678
1205,0.01764,-,0.00320,0.21551,-,0.31737
1206,0.00987,-,0.00329,0.21635,-,0.26636
1207,0.00991,-,0.00353,0.21674,-,0.31787
1208,0.01030,-,0.00346,0.21636,-,0.31728
1209,0.00571,-,0.00311,0.16650,-,0.31744
1210,0.00556,-,0.00359,0.16669,-,0.31733
1211,0.01010,-,0.00299,0.21529,-,0.26607
1212,0.01789,-,0.00393,0.16637,-,0.26732
1213,0.00997,-,0.00343,0.16626,-,0.26687
1214,0.00948,-,0.00264,0.16543,-,0.31677
1215,0.00536,-,0.00280,0.16549,-,0.31612
1216,0.01829,-,0.00362,0.21603,-,0.26600
1217,0.01782,-,0.00335,0.21614,-,0.31719
1218,0.01874,-,0.00359,0.16616,-,0.26695
1219,0.00578,-,0.00415,0.21651,-,0.31633
1220,0.01841,-,0.00347,0.21631,-,0.31703
1221,0.00974,-,0.00330,0.16585,-,0.26678
1222,0.00570,-,0.00313,0.16602,-,0.31689
1223,0.00523,-,0.00299,0.16578,-,0.31734
1224,0.00918,-,0.00290,0.16572,-,0.26728
1225,0.01814,-,0.00358,0.21643,-,0.26705
1226,0.01020,-,0.00349,0.16629,-,0.26720
1227,0.01827,-,0.00391,0.21660,-,0.26701
1228,0.01816,-,0.00346,0.16627,-,0.26679
1229,0.00549,-,0.00341,0.16584,-,0.26641
1230,0.01036,-,0.00355,0.16632,-,0.31712
1231,0.00951,-,0.00323,0.16553,-,0.26576
1232,0.01792,-,0.00382,0.21605,-,0.26630
1233,0.00510,-,0.00343,0.21720,-,0.31724
1234,0.01006,-,0.00293,0.16545,-,0.26604
1235,0.01736,-,0.00266,0.21564,-,0.26556
1236,0.01710,-,0.00323,0.16642,-,0.31737
1237,0.01055,-,0.00346,0.21640,-,0.26708
1238,0.01793,-,0.00332,0.16623,-,0.31713
1239,0.00560,-,0.00380,0.16653,-,0.26681
1240,0.00940,-,0.00320,0.16593,-,0.31747
1241,0.01027,-,0.00361,0.21656,-,0.31739
1242,0.00548,-,0.00309,0.16596,-,0.36766
1243,0.01022,-,0.00395,0.21655,-,0.31714
1244,0.00576,-,0.00400,0.26635,-,0.26585
1245,0.00882,-,0.00285,0.21577,-,0.31702
1246,0.00990,-,0.00352,0.16612,-,0.31629
1247,0.00536,-,0.00373,0.21663,-,0.31689
1248,0.00967,-,0.00302,0.21595,-,0.31757
1249,0.01014,-,0.00354,0.16667,-,0.31734
1250,0.00521,-,0.00279,0.16568,-,0.31733
1251,0.00988,-,0.00323,0.16578,-,0.26624
1252,0.01820,-,0.00380,0.21590,-,0.31650
1253,0.00958,-,0.00321,0.16599,-,0.36672
1254,0.01755,-,0.00404,0.16622,-,0.26602
1255,0.01833,-,0.00396,0.16592,-,0.31582
1256,0.00491,-,0.00283,0.16555,-,0.31723
1257,0.01846,-,0.00387,0.21611,-,0.36748
1258,0.01001,-,0.00351,0.16658,-,0.31679
1259,0.00987,-,0.00359,0.16648,-,0.31646
1260,0.00526,-,0.00364,0.21677,-,0.31725
1261,0.00956,-,0.00341,0.16645,-,0.31742
1262,0.00534,-,0.00353,0.21698,-,0.31716
1263,0.01018,-,0.00332,0.21645,-,0.31583
1264,0.00546,-,0.00292,0.16540,-,0.31576
1265,0.01826,-,0.00338,0.21612,-,0.36727
1266,0.01845,-,0.00342,0.21660,-,0.36714
1267,0.01820,-,0.00386,0.21695,-,0.31703
1268,0.01807,-,0.00367,0.16641,-,0.31647
1269,0.01828,-,0.00381,0.21723,-,0.31779
1270,0.00564,-,0.00352,0.16638,-,0.31719
1271,0.01795,-,0.00315,0.21621,-,0.26659
1272,0.01810,-,0.00427,0.21744,-,0.41751
1273,0.00947,-,0.00318,0.16576,-,0.31684
1274,0.00585,-,0.00346,0.21624,-,0.36793
1275,0.01003,-,0.00370,0.21594,-,0.31760
1276,0.00557,-,0.00330,0.21670,-,0.36703
1277,0.00521,-,0.00371,0.21666,-,0.31738
1278,0.00987,-,0.00335,0.16566,-,0.31630
1279,0.00931,-,0.00351,0.16611,-,0.31748
1280,0.00565,-,0.00331,0.21602,-,0.31705
1281,0.01849,-,0.00361,0.21604,-,0.41682
1282,0.00934,-,0.00284,0.21589,-,0.36696
1283,0.00993,-,0.00331,0.21662,-,0.36727
1284,0.01820,-,0.00323,0.16622,-,0.36729
1285,0.00969,-,0.00314,0.21647,-,0.31703
1286,0.00946,-,0.00368,0.16640,-,0.36673
1287,0.00546,-,0.00365,0.16576,-,0.36666
1288,0.01774,-,0.00324,0.16576,-,0.31707
1289,0.01799,-,0.00362,0.21651,-,0.31745
1290,0.00988,-,0.00343,0.21673,-,0.31650
1291,0.00579,-,0.00328,0.16520,-,0.31622
1292,0.01765,-,0.00322,0.21555,-,0.36768
1293,0.00559,-,0.00312,0.21643,-,0.36751
1294,0.01787,-,0.00357,0.21623,-,0.31667
1295,0.01815,-,0.00331,0.21625,-,0.31715
1296,0.00996,-,0.00375,0.16664,-,0.31724
1297,0.00985,-,0.00324,0.21620,-,0.36738
1298,0.00992,-,0.00362,0.21638,-,0.31705
1299,0.00561,-,0.00309,0.16597,-,0.36723
1300,0.00981,-,0.00311,0.21567,-,0.31642
1301,0.01787,-,0.00287,0.16617,-,0.31656
1302,0.01818,-,0.00337,0.16521,-,0.36655
1303,0.01823,-,0.00320,0.21736,-,0.31639
1304,0.00949,-,0.00309,0.16603,-,0.31658
1305,0.00580,-,0.00367,0.26682,-,0.36752
1306,0.01828,-,0.00379,0.16633,-,0.31721
1307,0.00548,-,0.00306,0.16598,-,0.36802
1308,0.01809,-,0.00367,0.21663,-,0.31773
1309,0.01816,-,0.00315,0.16566,-,0.31687
1310,0.00991,-,0.00360,0.21656,-,0.31663
1311,0.01006,-,0.00334,0.21632,-,0.31701
1312,0.00588,-,0.00399,0.16606,-,0.31725
1313,0.01855,-,0.00358,0.16637,-,0.36736
1314,0.00551,-,0.00389,0.21619,-,0.36688
1315,0.01037,-,0.00369,0.26652,-,0.36799
1316,0.00592,-,0.00364,0.21670,-,0.36732
1317,0.00980,-,0.00345,0.21585,-,0.36595
1318,0.01749,-,0.00336,0.16636,-,0.31729
1319,0.00985,-,0.00335,0.16616,-,0.31742
1320,0.00601,-,0.00375,0.16674,-,0.31748
1321,0.01790,-,0.00343,0.21633,-,0.36657
1322,0.01823,-,0.00380,0.16640,-,0.31663
1323,0.00987,-,0.00336,0.21622,-,0.36744
1324,0.01830,-,0.00352,0.16587,-,0.36717
1325,0.01775,-,0.00402,0.21684,-,0.41769
1326,0.00975,-,0.00337,0.21569,-,0.36664
1327,0.00950,-,0.00284,0.16566,-,0.36659
1328,0.00564,-,0.00313,0.16600,-,0.36628
1329,0.00954,-,0.00321,0.16544,-,0.36731
1330,0.00582,-,0.00363,0.16608,-,0.31688
1331,0.00964,-,0.00378,0.21580,-,0.31619
1332,0.00541,-,0.00264,0.16531,-,0.36821
1333,0.01814,-,0.00322,0.21576,-,0.31664
1334,0.00935,-,0.00306,0.21626,-,0.36690
1335,0.01830,-,0.00364,0.16620,-,0.36778
1336,0.00580,-,0.00320,0.16610,-,0.31683
1337,0.00521,-,0.00316,0.16574,-,0.36723
1338,0.00974,-,0.00322,0.21633,-,0.31710
1339,0.01779,-,0.00335,0.21616,-,0.31694
1340,0.00939,-,0.00324,0.16615,-,0.31663
1341,0.00980,-,0.00351,0.16623,-,0.36746
1342,0.00981,-,0.00357,0.16653,-,0.31691
1343,0.00566,-,0.00391,0.21595,-,0.31730
1344,0.01839,-,0.00373,0.26683,-,0.36779
1345,0.00519,-,0.00314,0.16541,-,0.31654
1346,0.01789,-,0.00309,0.16544,-,0.36731
1347,0.01817,-,0.00372,0.16628,-,0.36644
1348,0.01812,-,0.00401,0.21665,-,0.31715
1349,0.00966,-,0.00320,0.16631,-,0.36714
1350,0.00998,-,0.00327,0.16593,-,0.31653
1351,0.01015,-,0.00392,0.21796,-,0.36763
1352,0.01842,-,0.00362,0.21692,-,0.31678
1353,0.00512,-,0.00295,0.16558,-,0.31661
1354,0.00545,-,0.00311,0.21814,-,0.31660
1355,0.00571,-,0.00362,0.16558,-,0.31722
1356,0.00969,-,0.00361,0.21634,-,0.31665
1357,0.00567,-,0.00313,0.16662,-,0.31675
1358,0.00992,-,0.00326,0.21641,-,0.36792
1359,0.00987,-,0.00348,0.21683,-,0.36725
1360,0.00547,-,0.00297,0.16616,-,0.36686
1361,0.01821,-,0.00344,0.16641,-,0.36791
1362,0.01843,-,0.00353,0.21702,-,0.31697
1363,0.01007,-,0.00338,0.21603,-,0.31568
1364,0.01781,-,0.00334,0.21655,-,0.36743
1365,0.00540,-,0.00351,0.21658,-,0.36775
1366,0.00566,-,0.00338,0.16620,-,0.31645
1367,0.00569,-,0.00326,0.21707,-,0.36713
1368,0.00993,-,0.00298,0.21597,-,0.36796
1369,0.00581,-,0.00314,0.16617,-,0.31758
1370,0.00548,-,0.00390,0.16621,-,0.31731
1371,0.00974,-,0.00343,0.16629,-,0.31678
1372,0.01812,-,0.00384,0.26629,-,0.36687
1373,0.01763,-,0.00329,0.21641,-,0.36661
1374,0.01739,-,0.00330,0.16574,-,0.36767
1375,0.01787,-,0.00321,0.21611,-,0.36695
1376,0.01815,-,0.00355,0.21654,-,0.31681
1377,0.00575,-,0.00332,0.21625,-,0.31726
1378,0.01772,-,0.00330,0.21627,-,0.31707
1379,0.00551,-,0.00319,0.16600,-,0.36678
1380,0.00986,-,0.00330,0.16597,-,0.31725
1381,0.00967,-,0.00337,0.16619,-,0.31786
1382,0.01749,-,0.00320,0.21566,-,0.36619
1383,0.01784,-,0.00365,0.21647,-,0.36776
1384,0.01797,-,0.00375,0.16551,-,0.31712
1385,0.00994,-,0.00348,0.21625,-,0.36764
1386,0.01784,-,0.00329,0.26628,-,0.36690
1387,0.00562,-,0.00362,0.16614,-,0.31716
1388,0.00976,-,0.00332,0.16596,-,0.36669
1389,0.00549,-,0.00310,0.16577,-,0.31700
1390,0.00539,-,0.00327,0.16521,-,0.36654
1391,0.00946,-,0.00283,0.21549,-,0.31660
1392,0.01786,-,0.00318,0.26597,-,0.36666
1393,0.01825,-,0.00402,0.21671,-,0.36725
1394,0.01815,-,0.00331,0.21616,-,0.31706
1395,0.00590,-,0.00369,0.16628,-,0.31741
1396,0.00986,-,0.00395,0.21629,-,0.36750
1397,0.00964,-,0.00332,0.21574,-,0.36661
1398,0.01723,-,0.00349,0.16620,-,0.36656
1399,0.01788,-,0.00378,0.21784,-,0.31652
1400,0.00948,-,0.00303,0.16562,-,0.41698
1401,0.01827,-,0.00376,0.21669,-,0.36776
1402,0.01789,-,0.00359,0.21636,-,0.36794
1403,0.00937,-,0.00364,0.21589,-,0.31634
1404,0.01784,-,0.00288,0.21584,-,0.46716
1405,0.01760,-,0.00353,0.21652,-,0.41661
1406,0.01840,-,0.00369,0.21709,-,0.36801
1407,0.00566,-,0.00318,0.16611,-,0.36680
1408,0.01836,-,0.00365,0.21649,-,0.31669
1409,0.01802,-,0.00348,0.21647,-,0.31733
1410,0.00978,-,0.00334,0.16629,-,0.31755
1411,0.01743,-,0.00292,0.21658,-,0.36707
1412,0.00938,-,0.00290,0.16559,-,0.36719
1413,0.00944,-,0.00333,0.26628,-,0.36968
1414,0.01039,-,0.00321,0.21731,-,0.41778
1415,0.01803,-,0.00349,0.21701,-,0.36747
1416,0.01776,-,0.00301,0.16571,-,0.41678
1417,0.00929,-,0.00348,0.21692,-,0.36720
1418,0.00974,-,0.00285,0.21604,-,0.31713
1419,0.01806,-,0.00380,0.26670,-,0.41778
1420,0.01022,-,0.00373,0.21639,-,0.36581
1421,0.01807,-,0.00361,0.21660,-,0.31702
1422,0.01809,-,0.00374,0.21661,-,0.36732
1423,0.01800,-,0.00362,0.16591,-,0.36673
1424,0.00986,-,0.00351,0.21612,-,0.36670
1425,0.00929,-,0.00277,0.16568,-,0.31702
1426,0.00970,-,0.00321,0.16560,-,0.41645
1427,0.00933,-,0.00293,0.26640,-,0.41811
1428,0.00982,-,0.00325,0.16611,-,0.31735
1429,0.00991,-,0.00345,0.16604,-,0.36756
1430,0.01807,-,0.00351,0.21658,-,0.36730
1431,0.01820,-,0.00386,0.21636,-,0.36660
1432,0.00942,-,0.00292,0.21549,-,0.36739
1433,0.00918,-,0.00282,0.21569,-,0.41808
1434,0.00957,-,0.00363,0.21665,-,0.36680
1435,0.01832,-,0.00348,0.21670,-,0.36710
1436,0.00989,-,0.00408,0.16609,-,0.36683
1437,0.01829,-,0.00343,0.21665,-,0.41827
1438,0.01830,-,0.00371,0.26590,-,0.36772
1439,0.01786,-,0.00312,0.21542,-,0.41742
1440,0.00938,-,0.00330,0.21602,-,0.41843
1441,0.00968,-,0.00305,0.21572,-,0.36598
1442,0.00904,-,0.00312,0.21554,-,0.41729
1443,0.01863,-,0.00352,0.21676,-,0.41775
1444,0.01794,-,0.00369,0.21641,-,0.41749
1445,0.01838,-,0.00353,0.21646,-,0.31728
1446,0.00973,-,0.00334,0.16618,-,0.36753
1447,0.01008,-,0.00355,0.21598,-,0.36729
1448,0.00994,-,0.00347,0.16639,-,0.36792
1449,0.00999,-,0.00344,0.21640,-,0.36708
1450,0.01732,-,0.00308,0.26652,-,0.41830
1451,0.01822,-,0.00358,0.21697,-,0.36761
1452,0.01817,-,0.00364,0.21647,-,0.41709
1453,0.01817,-,0.00356,0.21700,-,0.36720
1454,0.01786,-,0.00390,0.21641,-,0.41881
1455,0.01816,-,0.00380,0.21649,-,0.31727
1456,0.00989,-,0.00314,0.16612,-,0.41816
1457,0.01814,-,0.00365,0.21665,-,0.36704
1458,0.01766,-,0.00340,0.21631,-,0.36752
1459,0.00971,-,0.00332,0.16617,-,0.36755
1460,0.00937,-,0.00385,0.21676,-,0.41785
1461,0.01836,-,0.00375,0.21686,-,0.41739
1462,0.00967,-,0.00303,0.21571,-,0.36684
1463,0.01799,-,0.00344,0.21647,-,0.36748
1464,0.01779,-,0.00375,0.21676,-,0.41789
1465,0.00976,-,0.00329,0.16608,-,0.41737
1466,0.00928,-,0.00318,0.21527,-,0.36636
1467,0.01809,-,0.00347,0.26679,-,0.36704
1468,0.00965,-,0.00386,0.21656,-,0.36713
1469,0.01836,-,0.00380,0.21669,-,0.36740
1470,0.00987,-,0.00364,0.21634,-,0.36675
1471,0.00970,-,0.00316,0.21581,-,0.36700
1472,0.00960,-,0.00340,0.21693,-,0.41803
1473,0.01806,-,0.00346,0.21615,-,0.41741
1474,0.01773,-,0.00315,0.21641,-,0.36681
1475,0.01798,-,0.00363,0.21680,-,0.36678
1476,0.01800,-,0.00340,0.21629,-,0.36753
1477,0.01811,-,0.00380,0.21615,-,0.41686
1478,0.00921,-,0.00288,0.21540,-,0.41702
1479,0.00974,-,0.00342,0.21660,-,0.41793
1480,0.01764,-,0.00301,0.26619,-,0.41768
1481,0.00997,-,0.00355,0.21671,-,0.41757
1482,0.01824,-,0.00285,0.21555,-,0.36679
1483,0.00938,-,0.00294,0.21666,-,0.41748
1484,0.00927,-,0.00357,0.21548,-,0.36605
1485,0.00940,-,0.00290,0.21544,-,0.41698
1486,0.00961,-,0.00318,0.21622,-,0.41733
1487,0.01008,-,0.00320,0.21704,-,0.41760
1488,0.01827,-,0.00322,0.21644,-,0.41789
1489,0.01002,-,0.00352,0.21671,-,0.41699
1490,0.01810,-,0.00345,0.21615,-,0.41777
1491,0.01835,-,0.00393,0.21637,-,0.36715
1492,0.00980,-,0.00305,0.21595,-,0.36659
1493,0.01828,-,0.00372,0.21628,-,0.41665
1494,0.01839,-,0.00347,0.21627,-,0.41801
1495,0.00976,-,0.00327,0.26670,-,0.36707
1496,0.01842,-,0.00306,0.21595,-,0.36625
1497,0.01811,-,0.00369,0.21610,-,0.41671
1498,0.00965,-,0.00290,0.21570,-,0.41780
1499,0.00995,-,0.00345,0.21628,-,0.41635
1500,0.01845,-,0.00385,0.21554,-,0.36598
1501,0.01830,-,0.00381,0.21670,-,0.41765
1502,0.01794,-,0.00361,0.21718,-,0.41789
1503,0.00985,-,0.00328,0.21630,-,0.36702
1504,0.01026,-,0.00337,0.21628,-,0.36746
1505,0.00976,-,0.00302,0.26575,-,0.41708
1506,0.01800,-,0.00328,0.21629,-,0.36636
1507,0.00918,-,0.00287,0.26593,-,0.41809
1508,0.01810,-,0.00338,0.26658,-,0.41790
1509,0.01751,-,0.00343,0.26654,-,0.36710
1510,0.01804,-,0.00354,0.21644,-,0.36717
1511,0.01821,-,0.00349,0.21637,-,0.36718
1512,0.01779,-,0.00386,0.21685,-,0.36731
1513,0.01773,-,0.00361,0.21680,-,0.36636
1514,0.01789,-,0.00343,0.21671,-,0.46777
1515,0.01792,-,0.00332,0.21673,-,0.41808
1516,0.00971,-,0.00328,0.21627,-,0.36727
1517,0.01774,-,0.00324,0.26628,-,0.36769
1518,0.01835,-,0.00364,0.21663,-,0.41780
1519,0.00916,-,0.00300,0.26682,-,0.41765
1520,0.00992,-,0.00322,0.21652,-,0.41764
1521,0.00949,-,0.00308,0.21622,-,0.41727
1522,0.00940,-,0.00282,0.21583,-,0.36749
1523,0.00979,-,0.00332,0.21629,-,0.36733
1524,0.00997,-,0.00361,0.21645,-,0.36748
1525,0.00980,-,0.00318,0.26693,-,0.46844
1526,0.01816,-,0.00346,0.21661,-,0.36735
1527,0.01766,-,0.00318,0.21630,-,0.41826
1528,0.01792,-,0.00339,0.26601,-,0.41622
1529,0.00922,-,0.00273,0.21527,-,0.36569
1530,0.00927,-,0.00269,0.21542,-,0.36591
1531,0.00932,-,0.00274,0.26590,-,0.36645
1532,0.01711,-,0.00275,0.21597,-,0.41650
1533,0.00931,-,0.00284,0.21533,-,0.41677
1534,0.00928,-,0.00286,0.21563,-,0.36649
1535,0.00918,-,0.00281,0.21610,-,0.36647
1536,0.00910,-,0.00248,0.21549,-,0.41655
1537,0.00918,-,0.00307,0.21569,-,0.36684
1538,0.01819,-,0.00332,0.21640,-,0.36622
1539,0.00909,-,0.00364,0.26670,-,0.41727
1540,0.01764,-,0.00355,0.21649,-,0.41651
1541,0.01774,-,0.00335,0.21616,-,0.36673
1542,0.01777,-,0.00361,0.21673,-,0.41714
1543,0.00953,-,0.00313,0.21606,-,0.41708
1544,0.01809,-,0.00358,0.26662,-,0.46772
1545,0.01779,-,0.00344,0.21620,-,0.36738
1546,0.00962,-,0.00304,0.21593,-,0.61858
1547,0.01789,-,0.00342,0.26697,-,0.41774
1548,0.00984,-,0.00327,0.26664,-,0.46797
1549,0.01795,-,0.00387,0.26800,-,0.41787
1550,0.01004,-,0.00317,0.21625,-,0.41741
1551,0.01801,-,0.00403,0.21857,-,0.46640
1552,0.01801,-,0.00335,0.26711,-,0.41746
1553,0.00977,-,0.00393,0.21635,-,0.41768
1554,0.01821,-,0.00368,0.21616,-,0.41725
1555,0.01780,-,0.00317,0.21652,-,0.46759
1556,0.01819,-,0.00329,0.21647,-,0.41765
1557,0.00958,-,0.00384,0.21619,-,0.41670
1558,0.00968,-,0.00344,0.26620,-,0.46666
1559,0.01737,-,0.00345,0.21633,-,0.41743
1560,0.01800,-,0.00345,0.21628,-,0.41741
1561,0.01790,-,0.00375,0.21646,-,0.41669
1562,0.01815,-,0.00305,0.26663,-,0.41714
1563,0.00912,-,0.00311,0.26663,-,0.46811
1564,0.01790,-,0.00397,0.21625,-,0.41665
1565,0.01764,-,0.00335,0.26601,-,0.46683
1566,0.00902,-,0.00269,0.26595,-,0.41713
1567,0.01841,-,0.00370,0.26664,-,0.46807
