n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
3632,0.03419,-,0.00343,0.81911,-,1.87250
3633,0.06568,-,0.00363,0.76824,-,1.82277
3634,0.06596,-,0.00397,0.81875,-,1.87112
3635,0.06675,-,0.00398,0.81886,-,1.77248
3636,0.03391,-,0.00387,0.76798,-,1.92217
3637,0.03360,-,0.00408,0.81859,-,1.87191
3638,0.06569,-,0.00353,0.76827,-,1.82184
3639,0.03394,-,0.00384,0.81757,-,1.82085
3640,0.06682,-,0.00332,0.81891,-,1.82196
3641,0.06618,-,0.00352,0.81852,-,1.87380
3642,0.06665,-,0.00402,0.86832,-,1.92178
3643,0.06615,-,0.00374,0.81793,-,1.87269
3644,0.03388,-,0.00368,0.86853,-,1.87122
3645,0.06607,-,0.00352,0.86868,-,1.87105
3646,0.06625,-,0.00406,0.81800,-,1.92123
3647,0.03371,-,0.00369,0.81858,-,1.97273
3648,0.06593,-,0.00310,0.81814,-,1.92211
3649,0.06655,-,0.00359,0.81778,-,1.92129
3650,0.03343,-,0.00297,0.76661,-,1.97053
3651,0.03329,-,0.00284,0.76710,-,1.92206
3652,0.03397,-,0.00365,0.81787,-,1.92133
3653,0.03360,-,0.00286,0.81753,-,1.97321
3654,0.03421,-,0.00336,0.86896,-,1.92311
3655,0.06632,-,0.03520,0.81942,-,1.87266
3656,0.06708,-,0.00389,0.81904,-,1.92241
3657,0.06680,-,0.00372,0.76840,-,1.87299
3658,0.03420,-,0.00323,0.91865,-,1.97206
3659,0.06638,-,0.00360,0.81736,-,1.97019
3660,0.06593,-,0.00377,0.81882,-,1.87271
3661,0.03374,-,0.00326,0.76823,-,2.02361
3662,0.06592,-,0.00361,0.81872,-,1.87261
3663,0.06666,-,0.00368,0.81961,-,1.92181
3664,0.06668,-,0.00382,0.81819,-,1.87093
3665,0.06662,-,0.00381,0.91898,-,1.87141
3666,0.03383,-,0.00437,0.81907,-,1.82132
3667,0.03413,-,0.00351,0.81835,-,1.87153
3668,0.03387,-,0.00388,0.86876,-,1.92170
3669,0.06635,-,0.00346,0.91849,-,1.82197
3670,0.06609,-,0.00356,0.76783,-,1.87197
3671,0.06661,-,0.00377,0.76830,-,1.92175
3672,0.03315,-,0.00316,0.76676,-,1.86907
3673,0.06622,-,0.00368,0.86796,-,1.87060
3674,0.06659,-,0.00344,0.81952,-,1.92512
3675,0.06660,-,0.00366,0.81796,-,1.92121
3676,0.06674,-,0.00382,0.81980,-,1.87195
3677,0.06671,-,0.00375,0.86899,-,1.92058
3678,0.03345,-,0.00395,0.81883,-,1.92205
3679,0.06679,-,0.00347,0.81809,-,1.87104
3680,0.03317,-,0.00360,0.86721,-,1.96992
3681,0.06591,-,0.00376,0.81705,-,1.91972
3682,0.06616,-,0.00395,0.81867,-,1.97138
3683,0.03384,-,0.00337,0.81800,-,1.96998
3684,0.06682,-,0.00396,0.81861,-,1.92242
3685,0.06574,-,0.00307,0.81821,-,1.91957
3686,0.06596,-,0.00345,0.86872,-,1.97364
3687,0.06628,-,0.00338,0.86772,-,1.87268
3688,0.03416,-,0.00355,0.81850,-,1.92040
3689,0.03372,-,0.00327,0.81711,-,1.92075
3690,0.06690,-,0.00381,0.81945,-,1.92226
3691,0.06708,-,0.00396,0.81788,-,1.87193
3692,0.06686,-,0.00354,0.81933,-,1.92458
3693,0.06693,-,0.00384,0.86813,-,1.92101
3694,0.06639,-,0.00353,0.81884,-,1.87182
3695,0.03343,-,0.00290,0.81759,-,1.92015
3696,0.03358,-,0.00385,0.81834,-,1.82266
3697,0.03354,-,0.00296,0.81793,-,1.92156
3698,0.06637,-,0.00373,0.86839,-,1.97291
3699,0.03417,-,0.00429,0.81831,-,1.91974
3700,0.03387,-,0.00341,0.81748,-,1.92163
3701,0.06677,-,0.00367,0.86905,-,1.87208
3702,0.06589,-,0.00354,0.76631,-,1.91919
3703,0.03355,-,0.00382,0.81770,-,1.87275
3704,0.06643,-,0.00337,0.81869,-,2.22230
3705,0.06666,-,0.00413,0.81863,-,1.92289
3706,0.06599,-,0.00335,0.81817,-,1.92195
3707,0.06642,-,0.00369,0.86982,-,1.92390
3708,0.03387,-,0.00321,0.81754,-,1.92180
3709,0.06633,-,0.00338,0.86878,-,1.97339
3710,0.06577,-,0.00307,0.86836,-,2.02158
3711,0.06602,-,0.00410,0.86729,-,1.92079
3712,0.06657,-,0.00378,0.81699,-,1.91930
3713,0.03367,-,0.00407,0.91935,-,1.97061
3714,0.06650,-,0.00362,0.81906,-,1.92288
3715,0.06628,-,0.00341,0.86880,-,2.02280
3716,0.06682,-,0.00392,0.81830,-,1.92203
3717,0.06524,-,0.00306,0.86735,-,1.92327
3718,0.03349,-,0.00342,0.81787,-,1.97253
3719,0.06578,-,0.00369,0.81764,-,2.07372
3720,0.06626,-,0.00392,0.86939,-,1.97082
3721,0.06546,-,0.00317,0.81677,-,1.91888
3722,0.03322,-,0.00292,0.86799,-,1.92103
3723,0.06660,-,0.00328,0.86831,-,1.96979
3724,0.03375,-,0.00308,0.81729,-,2.02028
3725,0.06587,-,0.00336,0.86848,-,2.02076
3726,0.06558,-,0.00300,0.81666,-,1.97171
3727,0.03360,-,0.00363,0.86758,-,1.92038
3728,0.03348,-,0.00285,0.86798,-,2.32273
3729,0.06611,-,0.00347,0.81734,-,2.02208
3730,0.03361,-,0.00313,0.81744,-,2.07098
3731,0.06553,-,0.00333,0.86777,-,1.92066
3732,0.06645,-,0.00381,0.91819,-,2.17144
3733,0.03315,-,0.00327,0.86800,-,2.07154
3734,0.03367,-,0.00322,0.86812,-,2.02213
3735,0.03387,-,0.00314,0.81849,-,2.02169
3736,0.03357,-,0.00283,0.81682,-,2.02128
3737,0.06594,-,0.00347,0.81873,-,1.97219
3738,0.03351,-,0.00322,0.86822,-,1.97264
3739,0.03393,-,0.00371,0.86906,-,1.97362
3740,0.06618,-,0.00295,0.86722,-,2.02285
3741,0.03308,-,0.00291,0.81867,-,2.02050
3742,0.03324,-,0.00337,0.81772,-,1.97309
3743,0.03389,-,0.00354,0.86789,-,2.02246
3744,0.03363,-,0.00297,0.86728,-,2.02185
3745,0.06632,-,0.00347,0.86822,-,2.12196
3746,0.03352,-,0.00329,0.81813,-,1.92234
3747,0.06559,-,0.00296,0.81781,-,1.97434
3748,0.06644,-,0.00364,0.81823,-,2.07085
3749,0.06632,-,0.00290,0.91933,-,2.02324
3750,0.06597,-,0.00308,0.81732,-,1.97261
3751,0.06629,-,0.00364,0.86864,-,2.02177
3752,0.03376,-,0.00282,0.81654,-,1.96910
3753,0.03329,-,0.00285,0.81654,-,1.92047
3754,0.06651,-,0.00341,0.81879,-,1.92255
3755,0.03404,-,0.00351,0.81788,-,1.97217
3756,0.03455,-,0.00339,0.81787,-,2.02458
3757,0.03395,-,0.00315,0.86770,-,1.97009
3758,0.06634,-,0.00320,0.96831,-,2.12117
3759,0.03329,-,0.00413,0.81834,-,2.07132
3760,0.03311,-,0.00310,0.86867,-,2.12188
3761,0.06642,-,0.00347,0.86817,-,1.97505
3762,0.03413,-,0.00330,0.81976,-,2.02634
3763,0.06664,-,0.00396,0.86826,-,1.97294
3764,0.06626,-,0.00395,0.86814,-,1.97191
3765,0.06597,-,0.00319,0.81828,-,2.02200
3766,0.06637,-,0.00371,0.81887,-,2.02311
3767,0.03392,-,0.00363,0.91963,-,1.92341
3768,0.06606,-,0.00369,0.81882,-,1.97193
3769,0.06618,-,0.00354,0.86755,-,1.97225
3770,0.03354,-,0.00360,0.87127,-,2.22801
3771,0.06669,-,0.00376,0.86863,-,2.02260
3772,0.06607,-,0.00337,0.81873,-,1.97208
3773,0.06641,-,0.00364,0.86819,-,1.97108
3774,0.06559,-,0.00362,0.86897,-,2.02139
3775,0.06576,-,0.00386,0.86766,-,1.97125
3776,0.06703,-,0.00351,0.86925,-,2.02295
3777,0.06677,-,0.00385,0.91879,-,1.97290
3778,0.06635,-,0.00366,0.91904,-,2.02310
3779,0.03353,-,0.00385,0.91787,-,2.12084
3780,0.06561,-,0.00340,0.91813,-,2.02324
3781,0.06633,-,0.00381,0.86906,-,2.02133
3782,0.03349,-,0.00323,0.86667,-,2.02046
3783,0.03354,-,0.00319,0.86751,-,2.02134
3784,0.03366,-,0.00408,0.86951,-,2.07227
3785,0.03372,-,0.00419,0.91911,-,1.97224
3786,0.03365,-,0.00365,0.86839,-,2.12203
3787,0.03415,-,0.00338,0.86873,-,2.02135
3788,0.03377,-,0.00337,0.86800,-,2.02129
3789,0.06578,-,0.00323,0.86711,-,2.22149
3790,0.06645,-,0.00355,0.86827,-,1.97307
3791,0.06613,-,0.00339,0.86850,-,2.17113
3792,0.03292,-,0.00254,0.86668,-,2.06993
3793,0.03320,-,0.00335,0.91790,-,2.07179
3794,0.03390,-,0.00341,0.86838,-,1.97337
3795,0.06635,-,0.00405,0.96992,-,2.02011
3796,0.06562,-,0.00378,0.86807,-,2.02213
3797,0.03350,-,0.00359,0.86799,-,1.92253
3798,0.06605,-,0.00313,0.91739,-,2.12168
3799,0.06700,-,0.00392,0.91962,-,2.07365
3800,0.06615,-,0.00352,0.86948,-,1.97156
3801,0.06632,-,0.00329,0.86920,-,2.12255
3802,0.03333,-,0.00303,0.86715,-,2.02341
3803,0.06641,-,0.00355,0.86848,-,2.02147
3804,0.06649,-,0.00364,0.86778,-,2.07279
3805,0.06573,-,0.00347,0.86790,-,2.02295
3806,0.03361,-,0.00301,0.86834,-,2.02121
3807,0.06658,-,0.00333,0.86752,-,2.07330
3808,0.03380,-,0.00397,0.86802,-,2.06979
3809,0.03361,-,0.00394,0.86881,-,2.02379
3810,0.06670,-,0.00371,0.91906,-,2.07031
3811,0.06528,-,0.00309,0.86829,-,2.11945
3812,0.06641,-,0.00340,0.86703,-,2.02005
3813,0.06669,-,0.00384,0.86916,-,2.12205
3814,0.06666,-,0.00383,0.86951,-,2.07190
3815,0.03423,-,0.00403,0.86936,-,2.12210
3816,0.03433,-,0.00416,0.86863,-,2.07237
3817,0.06566,-,0.00335,0.86743,-,2.07087
3818,0.06692,-,0.00380,0.86735,-,2.02072
3819,0.06625,-,0.00366,0.86782,-,2.02304
3820,0.06703,-,0.00355,0.86896,-,2.12183
3821,0.06625,-,0.00367,0.91865,-,2.02307
3822,0.03357,-,0.00313,0.86728,-,2.02211
3823,0.06602,-,0.00343,0.91842,-,2.17140
3824,0.03385,-,0.00277,0.86713,-,2.12036
3825,0.06640,-,0.00376,0.91870,-,2.07025
3826,0.06678,-,0.00403,0.86735,-,2.12050
3827,0.03352,-,0.00349,0.91764,-,2.07164
3828,0.03342,-,0.00400,0.91824,-,2.07111
3829,0.03379,-,0.00304,0.86685,-,2.07091
3830,0.03376,-,0.00274,0.86746,-,2.02419
3831,0.03397,-,0.00358,0.86947,-,2.02247
3832,0.03398,-,0.00369,0.86791,-,2.02346
3833,0.06673,-,0.00379,0.91947,-,2.12301
3834,0.03389,-,0.00357,0.96753,-,2.12068
3835,0.03354,-,0.00325,0.91726,-,2.07243
3836,0.06642,-,0.00342,0.86766,-,2.07201
3837,0.06598,-,0.00324,0.91900,-,2.07306
3838,0.06632,-,0.00329,0.86910,-,2.02326
3839,0.03422,-,0.00414,0.86814,-,2.07352
3840,0.06684,-,0.00356,0.91837,-,2.12181
3841,0.06635,-,0.00373,0.86803,-,2.12087
3842,0.06574,-,0.00288,0.91751,-,2.12179
3843,0.06658,-,0.00395,0.86899,-,2.12358
3844,0.06623,-,0.00340,0.91842,-,2.07277
3845,0.06645,-,0.00344,0.91935,-,2.17224
3846,0.03341,-,0.00360,0.91874,-,2.17226
3847,0.06581,-,0.00381,0.86927,-,2.12197
3848,0.03420,-,0.00373,1.01873,-,2.12045
3849,0.06619,-,0.00394,0.86951,-,2.12300
3850,0.06601,-,0.00316,0.86854,-,2.07249
3851,0.03400,-,0.00417,0.92003,-,2.07209
3852,0.07529,-,0.00344,0.91802,-,2.17118
3853,0.06637,-,0.00363,0.86864,-,2.12126
3854,0.06650,-,0.00332,0.86823,-,2.07353
3855,0.06681,-,0.00388,0.91776,-,2.17217
3856,0.03372,-,0.00364,0.91823,-,2.17057
3857,0.06570,-,0.00295,0.86746,-,2.12080
3858,0.06563,-,0.00334,0.91961,-,2.07425
3859,0.06647,-,0.00381,0.91937,-,2.17311
3860,0.06679,-,0.00406,0.87035,-,2.07226
3861,0.06645,-,0.00364,0.87048,-,2.07112
3862,0.06582,-,0.00416,0.86841,-,2.12032
3863,0.03402,-,0.00383,0.86844,-,2.12178
3864,0.06617,-,0.00388,0.91856,-,2.12203
3865,0.03323,-,0.00343,0.91831,-,2.12178
3866,0.06631,-,0.00356,0.91880,-,2.12341
3867,0.03628,-,0.00420,0.86852,-,2.22217
3868,0.03371,-,0.00340,0.86746,-,2.07057
3869,0.03312,-,0.00283,0.91918,-,2.22235
3870,0.03364,-,0.00285,0.91890,-,2.07438
3871,0.06637,-,0.00402,0.92197,-,2.12392
3872,0.06678,-,0.00410,0.91887,-,2.12356
3873,0.03392,-,0.00395,0.91845,-,2.12393
3874,0.06642,-,0.00365,0.91885,-,2.07137
3875,0.06594,-,0.00294,0.96715,-,2.17429
3876,0.03365,-,0.00321,0.91899,-,2.12324
3877,0.06651,-,0.00381,0.86931,-,2.12305
3878,0.06709,-,0.00395,0.91885,-,2.12284
3879,0.06650,-,0.00363,0.96883,-,2.17010
3880,0.06673,-,0.00371,0.91826,-,2.17219
3881,0.03408,-,0.00358,0.86848,-,2.12224
3882,0.06628,-,0.00384,0.91846,-,2.07329
3883,0.03407,-,0.00371,0.91867,-,2.17165
3884,0.03368,-,0.00377,0.91707,-,2.17076
3885,0.06619,-,0.00310,0.96881,-,2.12070
3886,0.06665,-,0.00390,0.91841,-,2.07326
3887,0.06615,-,0.00305,0.86754,-,2.11988
3888,0.06695,-,0.00356,0.91920,-,2.17264
3889,0.06578,-,0.00359,0.91827,-,2.17318
3890,0.06613,-,0.00345,0.96873,-,2.12306
3891,0.06624,-,0.00375,0.91835,-,2.17338
3892,0.03344,-,0.00314,0.86892,-,2.17281
3893,0.06620,-,0.00398,0.91915,-,2.07373
3894,0.03415,-,0.00347,0.91961,-,2.07314
3895,0.06688,-,0.00378,0.91892,-,2.17269
3896,0.06705,-,0.00340,0.91780,-,2.22084
3897,0.06674,-,0.00402,0.91921,-,2.22343
3898,0.06681,-,0.00379,1.01816,-,2.12109
3899,0.03392,-,0.00431,0.91937,-,2.17391
3900,0.03416,-,0.00310,0.91775,-,2.12235
3901,0.06630,-,0.00373,0.91732,-,2.07151
3902,0.06662,-,0.00363,0.96886,-,2.22309
3903,0.03425,-,0.00362,0.91902,-,2.17444
3904,0.06651,-,0.00360,0.91839,-,2.22293
3905,0.06649,-,0.00376,0.91842,-,2.12300
3906,0.06648,-,0.00401,0.91843,-,2.27141
3907,0.03404,-,0.00356,1.01949,-,2.17184
3908,0.03447,-,0.00321,0.96804,-,2.12356
3909,0.06647,-,0.00351,0.91913,-,2.17355
3910,0.06657,-,0.00358,0.91983,-,2.22408
3911,0.06606,-,0.00323,0.91854,-,2.17149
3912,0.06651,-,0.00382,0.86947,-,2.17342
3913,0.06641,-,0.00374,0.91828,-,2.12098
3914,0.06500,-,0.00283,0.91858,-,2.17225
3915,0.06630,-,0.00387,0.91978,-,2.17353
3916,0.03393,-,0.00333,0.91791,-,2.12401
3917,0.03381,-,0.00345,1.01861,-,2.17082
3918,0.03426,-,0.00303,0.91831,-,2.27173
3919,0.03403,-,0.00297,0.91921,-,2.17233
3920,0.06647,-,0.00343,0.91872,-,2.22190
3921,0.06691,-,0.00405,0.96927,-,2.17366
3922,0.03359,-,0.00301,0.91822,-,2.12176
3923,0.03374,-,0.00369,0.96824,-,2.22279
3924,0.06609,-,0.00370,0.91890,-,2.12320
3925,0.06647,-,0.00377,0.91689,-,2.17341
3926,0.06679,-,0.00379,0.96901,-,2.17338
3927,0.06739,-,0.00305,0.91790,-,2.17096
3928,0.06692,-,0.00405,0.96907,-,2.17397
3929,0.06622,-,0.00298,0.97038,-,2.32192
3930,0.03344,-,0.00299,0.96824,-,2.22375
3931,0.03385,-,0.00358,0.96856,-,2.17188
3932,0.06549,-,0.00292,0.91762,-,2.17015
3933,0.03340,-,0.00357,0.91786,-,2.32218
3934,0.06685,-,0.00339,0.96883,-,2.17352
3935,0.03300,-,0.00266,0.91679,-,2.22179
3936,0.06674,-,0.00378,0.91816,-,2.22367
3937,0.06620,-,0.00333,0.91802,-,2.22199
3938,0.06628,-,0.00357,1.01897,-,2.32208
3939,0.06630,-,0.00357,0.91855,-,2.17356
3940,0.03435,-,0.00332,0.91995,-,2.32536
3941,0.03427,-,0.00347,0.91874,-,2.22276
3942,0.06629,-,0.00318,0.96741,-,2.22174
3943,0.06634,-,0.00339,0.91873,-,2.32181
3944,0.06614,-,0.00378,0.91920,-,2.17354
3945,0.06648,-,0.00350,1.06962,-,2.22177
3946,0.06651,-,0.00408,0.96933,-,2.27204
3947,0.03387,-,0.00356,0.97175,-,2.22166
3948,0.03320,-,0.00336,0.96888,-,2.22075
3949,0.03407,-,0.00346,0.91830,-,2.17437
3950,0.06605,-,0.00336,0.96897,-,2.22342
3951,0.03349,-,0.00317,0.96789,-,2.42514
3952,0.06662,-,0.00279,0.91738,-,2.22132
3953,0.06524,-,0.00294,0.96847,-,2.17232
3954,0.06593,-,0.00354,0.96860,-,2.22426
3955,0.06662,-,0.00375,0.96830,-,2.27431
3956,0.03346,-,0.00325,0.91798,-,2.27543
3957,0.03436,-,0.00353,0.96847,-,2.22635
3958,0.06662,-,0.00352,0.92053,-,2.22193
3959,0.06694,-,0.00408,0.96776,-,2.17328
3960,0.06607,-,0.00368,0.91851,-,2.22538
3961,0.06609,-,0.00351,0.91788,-,2.17394
3962,0.06635,-,0.00353,0.96887,-,2.22250
3963,0.06653,-,0.00363,1.01958,-,2.27291
3964,0.06668,-,0.00327,0.96779,-,2.32157
3965,0.06618,-,0.00305,1.01918,-,2.17320
3966,0.06640,-,0.00394,0.96935,-,2.22247
3967,0.06662,-,0.00337,0.92001,-,2.17426
3968,0.06607,-,0.00344,0.96848,-,2.22339
3969,0.06658,-,0.00399,0.96906,-,2.32364
3970,0.06630,-,0.00347,0.96961,-,2.17699
3971,0.06601,-,0.00318,1.01895,-,2.22377
3972,0.06621,-,0.00357,0.96844,-,2.22361
3973,0.06618,-,0.00320,1.01941,-,2.22238
3974,0.06687,-,0.00376,0.96873,-,2.17290
3975,0.06621,-,0.00349,0.91866,-,2.27488
3976,0.03379,-,0.00304,0.96902,-,2.17219
3977,0.06675,-,0.00402,0.96955,-,2.27116
3978,0.03404,-,0.00360,0.96912,-,2.17441
3979,0.06664,-,0.00385,0.96870,-,2.17016
3980,0.03368,-,0.00371,0.91878,-,2.27251
3981,0.06572,-,0.00375,0.96898,-,2.17207
3982,0.03400,-,0.00327,0.96818,-,2.22278
3983,0.06666,-,0.00376,0.96968,-,2.22568
3984,0.06581,-,0.00325,0.96696,-,2.21947
3985,0.06597,-,0.00333,1.02068,-,2.22072
3986,0.06619,-,0.00357,0.97049,-,2.22208
3987,0.03355,-,0.00341,1.01916,-,2.27296
3988,0.03365,-,0.00283,0.96879,-,2.27284
3989,0.06641,-,0.00348,0.96862,-,2.27462
3990,0.06601,-,0.00324,0.91938,-,2.17515
3991,0.06607,-,0.00348,0.96969,-,2.22600
3992,0.06639,-,0.00345,0.91937,-,2.17533
3993,0.03383,-,0.00373,0.96780,-,2.27123
3994,0.06574,-,0.00422,0.96811,-,2.27243
3995,0.06655,-,0.00397,0.96799,-,2.32226
3996,0.06603,-,0.00373,0.91871,-,2.22177
3997,0.06653,-,0.00396,0.96897,-,2.32294
3998,0.06614,-,0.00330,0.96799,-,2.22455
3999,0.06601,-,0.00360,0.91851,-,2.17313
4000,0.03397,-,0.00351,0.91885,-,2.27205
4001,0.06580,-,0.00301,0.96671,-,2.27166
4002,0.06625,-,0.00320,0.96764,-,2.27195
4003,0.03415,-,0.00389,0.96919,-,2.27374
4004,0.06695,-,0.00327,0.96934,-,2.22320
4005,0.03402,-,0.00369,0.97050,-,2.27101
4006,0.06649,-,0.00359,0.96886,-,2.27409
4007,0.06616,-,0.00390,0.96952,-,2.27223
4008,0.06639,-,0.00399,1.01856,-,2.22310
4009,0.06654,-,0.00337,0.91924,-,2.22237
4010,0.03368,-,0.00370,1.01881,-,2.27135
4011,0.06621,-,0.00337,0.96798,-,2.32294
4012,0.06564,-,0.00292,0.96697,-,2.22086
4013,0.06612,-,0.00343,0.91732,-,2.27247
4014,0.06654,-,0.00382,0.97114,-,2.32208
4015,0.06638,-,0.00376,1.01907,-,2.27327
4016,0.06614,-,0.00349,1.01841,-,2.27326
4017,0.03361,-,0.00361,1.01899,-,2.37318
4018,0.06656,-,0.00397,1.01932,-,2.27344
4019,0.06647,-,0.00378,0.91844,-,2.22399
4020,0.03389,-,0.00345,1.01891,-,2.32212
4021,0.06612,-,0.00376,1.01930,-,2.32154
4022,0.06579,-,0.00297,1.01762,-,2.32245
4023,0.03342,-,0.00363,1.11909,-,2.32285
4024,0.06620,-,0.00418,0.96840,-,2.32155
4025,0.06664,-,0.00353,0.96864,-,2.27271
4026,0.06641,-,0.00336,0.96812,-,2.32270
4027,0.06630,-,0.00354,1.01921,-,2.32162
4028,0.06634,-,0.00358,1.01835,-,2.27446
4029,0.06613,-,0.00383,0.96889,-,2.32223
4030,0.03390,-,0.00327,0.96822,-,2.32489
4031,0.03382,-,0.00367,0.96986,-,2.27425
4032,0.03436,-,0.00390,1.06790,-,2.27388
4033,0.06659,-,0.00387,1.01920,-,2.47555
4034,0.06646,-,0.00364,0.96757,-,2.37285
4035,0.06624,-,0.00329,0.96886,-,2.22199
4036,0.06587,-,0.00298,0.96673,-,2.37054
4037,0.03384,-,0.00368,0.96857,-,2.27339
4038,0.03372,-,0.00304,1.01800,-,2.42257
4039,0.06667,-,0.00335,0.96873,-,2.32279
4040,0.06638,-,0.00416,0.96949,-,2.22455
4041,0.06586,-,0.00338,0.96887,-,2.27581
4042,0.03386,-,0.00350,1.02025,-,2.27159
4043,0.06584,-,0.00371,1.01753,-,2.32404
4044,0.03341,-,0.00362,1.01804,-,2.27376
4045,0.03324,-,0.00372,0.96895,-,2.37255
4046,0.06646,-,0.00365,1.01947,-,2.32411
4047,0.03357,-,0.00305,0.96835,-,2.22353
4048,0.03399,-,0.00349,1.01908,-,2.27391
4049,0.06589,-,0.00351,0.96694,-,2.42215
4050,0.03403,-,0.00373,0.96872,-,2.37232
4051,0.03379,-,0.00374,0.96835,-,2.32401
4052,0.06648,-,0.00364,0.96899,-,2.37350
4053,0.06588,-,0.00329,0.96850,-,2.42347
4054,0.03383,-,0.00362,0.96866,-,2.27353
4055,0.03354,-,0.00331,0.96861,-,2.32305
4056,0.06603,-,0.00305,0.96814,-,2.32272
4057,0.11622,-,0.00359,1.01864,-,2.32190
4058,0.06638,-,0.00401,1.01918,-,2.27458
4059,0.03348,-,0.00340,1.01880,-,2.37472
4060,0.03389,-,0.00350,1.01832,-,2.32268
4061,0.06617,-,0.00361,0.96892,-,2.32398
4062,0.06683,-,0.00369,0.96747,-,2.32329
4063,0.06634,-,0.00415,1.01825,-,2.22364
4064,0.06630,-,0.00389,0.96907,-,2.42458
4065,0.06634,-,0.00404,1.01853,-,2.27456
4066,0.06663,-,0.00367,0.96869,-,2.22282
4067,0.03412,-,0.00378,0.96940,-,2.27316
4068,0.06647,-,0.00372,0.96911,-,2.42360
4069,0.06671,-,0.00369,0.96860,-,2.37367
4070,0.06657,-,0.00367,1.06890,-,2.32356
4071,0.03398,-,0.00390,1.01957,-,2.37434
4072,0.06582,-,0.00329,1.11799,-,2.32428
4073,0.06615,-,0.00328,1.06897,-,2.37188
4074,0.03303,-,0.00311,0.96723,-,2.32476
4075,0.06602,-,0.00362,0.96909,-,2.27409
4076,0.06615,-,0.00351,0.96941,-,2.27513
4077,0.03403,-,0.00339,0.96852,-,2.32551
4078,0.06613,-,0.00333,0.96857,-,2.27338
4079,0.06569,-,0.00298,0.96830,-,2.42436
4080,0.06605,-,0.00396,1.01893,-,2.32222
4081,0.06594,-,0.00329,1.01852,-,2.37276
4082,0.06565,-,0.00350,1.11870,-,2.37189
4083,0.06637,-,0.00402,0.96943,-,2.37280
4084,0.06618,-,0.00375,1.01908,-,2.42270
4085,0.06587,-,0.00378,1.06894,-,2.42290
4086,0.06717,-,0.00362,1.01862,-,2.37497
4087,0.06664,-,0.00330,0.96972,-,2.37394
4088,0.03348,-,0.00365,1.01866,-,2.32800
4089,0.06663,-,0.00371,1.01892,-,2.42247
4090,0.06618,-,0.00336,0.96799,-,2.32450
4091,0.03436,-,0.00382,1.01874,-,2.32350
4092,0.03367,-,0.00395,1.01962,-,2.32392
4093,0.03437,-,0.00390,1.02010,-,2.32472
4094,0.03372,-,0.00292,0.96872,-,2.37394
4095,0.03370,-,0.00355,1.02034,-,2.42218
4096,0.06686,-,0.00361,1.01842,-,2.37239
4097,0.06654,-,0.00383,1.01764,-,2.37047
4098,0.06597,-,0.00373,1.01805,-,2.37385
4099,0.06629,-,0.00370,1.06936,-,2.42171
4100,0.06675,-,0.00412,1.01944,-,2.32481
4101,0.11624,-,0.00314,1.06928,-,2.37348
4102,0.11677,-,0.00393,1.01940,-,2.32421
4103,0.03403,-,0.00321,1.01944,-,2.32461
4104,0.03429,-,0.00337,1.01827,-,2.37246
4105,0.03339,-,0.00300,1.01794,-,2.42217
4106,0.11693,-,0.00376,0.96939,-,2.37212
4107,0.06615,-,0.00306,1.01829,-,2.37210
4108,0.11602,-,0.00364,1.06900,-,2.32372
4109,0.06639,-,0.00343,1.01923,-,2.32323
4110,0.06637,-,0.00362,0.96938,-,2.42457
4111,0.06598,-,0.00313,1.01799,-,2.42193
4112,0.11649,-,0.00332,1.01856,-,2.37506
4113,0.06648,-,0.00357,0.96962,-,2.37505
4114,0.03398,-,0.00342,1.02016,-,2.47113
4115,0.03307,-,0.00342,1.01825,-,2.47175
4116,0.11577,-,0.00343,1.01784,-,2.32375
4117,0.06785,-,0.00355,1.06866,-,2.42221
4118,0.06570,-,0.00285,1.06987,-,2.42234
4119,0.03358,-,0.00349,1.06887,-,2.37279
4120,0.03375,-,0.00317,1.01799,-,2.37183
4121,0.06693,-,0.00342,1.01807,-,2.42103
4122,0.03320,-,0.00277,1.01730,-,2.42705
4123,0.06651,-,0.00370,1.02133,-,2.37872
4124,0.06638,-,0.00389,1.01854,-,2.42263
4125,0.06633,-,0.00386,1.01956,-,2.42257
4126,0.03315,-,0.00344,1.06860,-,2.47220
4127,0.06557,-,0.00296,1.01787,-,2.37363
4128,0.06621,-,0.00391,1.12020,-,2.37219
4129,0.06574,-,0.00330,1.01716,-,2.42033
4130,0.06536,-,0.00307,1.01853,-,2.42077
4131,0.06539,-,0.00324,1.01777,-,2.42243
4132,0.06619,-,0.00366,1.01868,-,2.42294
4133,0.06642,-,0.00365,1.06983,-,2.37369
4134,0.06662,-,0.00378,1.01857,-,2.42288
4135,0.06577,-,0.00304,1.01700,-,2.47124
4136,0.06572,-,0.00282,1.06714,-,2.42195
4137,0.06705,-,0.00384,1.01903,-,2.37269
4138,0.06681,-,0.00331,1.01900,-,2.47757
4139,0.06608,-,0.00302,1.06954,-,2.42062
4140,0.06545,-,0.00391,1.01872,-,2.42427
4141,0.06635,-,0.00378,1.06919,-,2.37545
4142,0.03395,-,0.00320,1.06795,-,2.57567
4143,0.06696,-,0.00377,1.06919,-,2.47330
4144,0.11644,-,0.00284,1.06794,-,2.37545
4145,0.03397,-,0.00338,0.96934,-,2.42329
4146,0.06667,-,0.00375,1.01957,-,2.47529
4147,0.11718,-,0.00341,1.07131,-,2.52496
